cas_confirmes;cas_confirmes_ehpad;deces;deces_ehpad;reanimation;hospitalises;gueris
;;119;;3;26;676
;;86;;3;59;431
;;76;;3;88;105
;;80;;8;88;301
;;147;;6;69;637
;;61;;0;20;291
;;12;;2;7;70
;;63;;0;93;229
;;243;;14;157;893
;;17;;1;12;94
;;151;;6;106;594
;;98;;11;107;552
;;22;;1;6;69
;;9;;2;10;69
;;1;;0;1;23
;;135;;7;88;535
;;47;;5;46;124
;;258;;12;121;945
;;84;;1;41;224
;;44;;0;15;164
;;348;;10;121;1079
;;97;;3;33;445
;;90;;6;52;398
;;813;;40;409;2211
;;27;;1;12;86
;;593;;43;525;2007
;;394;;12;285;1012
;;37;;4;42;209
;;300;;32;221;1230
;;42;;5;19;173
;;27;;0;7;215
;;26;;2;14;145
;;34;;1;2;276
;;640;;35;447;2321
;;791;;25;472;2570
;;634;;44;370;2760
;;77;;0;39;267
;;197;;6;97;660
;;82;;2;62;325
;;68;;2;34;377
;;162;;5;101;814
;;1701;;141;831;5734
;;177;;6;101;704
;;652;;52;414;2406
;;498;;32;509;1971
;;21;;0;3;64
;;218;;6;119;680
;;22;;1;6;117
;;6;;1;4;41
;;131;;5;121;882
;;36;;0;28;232
;;38;;3;50;213
;;39;;1;12;134
;;25;;1;13;118
;;257;;2;52;686
;;89;;5;51;283
;;177;;4;43;504
;;505;;53;616;2049
;;1047;;76;944;4019
;;961;;80;872;3346
;;1157;;47;939;3655
;;684;;22;501;2326
;;16;;0;12;74
;;14;;0;11;86
;;1;;3;35;93
;;1;;3;20;122
;;21;;12;40;270
153055;37405;18761;10350;1094;12696;70504
;;18741;;1065;12650;70494
;;16;;0;12;74
;;14;;0;11;86
;;1;;3;35;93
;;1;;3;20;122
;;21;;12;40;270
;;7205;;503;5626;25506
;;518;;32;568;1795
;;1022;;25;328;3591
;;422;;16;308;1510
;;1772;;106;1293;5879
;;3477;;130;1754;11265
;;450;;18;321;1831
;;255;;12;168;1181
;;401;;27;211;2027
;;501;;21;186;2743
;;1694;;85;945;7258
;;913;;66;800;5031
;;58;;6;24;232
;;98;;0;74;398
;;267;;13;144;950
;;39;;0;14;180
;;12;;0;13;118
;;18;;1;20;115
;;183;;4;98;662
;;107;;6;29;413
;;54;;2;30;186
;;2;;1;2;32
;;135;;2;34;600
;;58;;1;6;226
;;24;;0;7;137
;;533;;55;518;3031
;;82;;1;51;286
;;9;;1;13;44
;;12;;1;6;51
;;48;;1;23;129
;;76;;0;50;156
;;37;;0;0;159
;;247;;2;35;888
;;36;;2;32;190
;;12;;5;16;62
;;13;;0;11;85
;;148;;6;29;613
;;129;;1;42;484
;;79;;0;69;187
;;125;;10;142;453
;;43;;1;24;164
;;48;;4;21;126
;;10;;2;4;106
;;94;;5;57;309
;;71;;4;44;616
;;23;;1;5;84
;;148;;12;100;874
;;119;;3;26;676
;;86;;3;60;431
;;76;;3;88;105
;;80;;8;88;301
;;147;;6;70;638
;;60;;0;20;291
;;12;;2;7;70
;;63;;0;91;229
;;243;;14;156;894
;;17;;0;11;95
;;151;;5;100;600
;;98;;11;105;555
;;22;;0;5;69
;;9;;2;10;69
;;1;;0;0;24
;;135;;6;86;538
;;47;;4;46;128
;;258;;12;121;945
;;84;;1;39;226
;;44;;1;12;168
;;349;;10;129;1081
;;97;;3;35;445
;;90;;6;49;398
;;814;;39;390;2230
;;27;;1;12;86
;;595;;45;526;2012
;;394;;12;285;1013
;;37;;3;40;211
;;300;;32;220;1231
;;42;;5;18;174
;;27;;0;7;215
;;26;;2;10;149
;;34;;1;2;276
;;640;;33;443;2326
;;793;;24;461;2582
;;635;;43;362;2768
;;77;;0;35;271
;;197;;6;97;660
;;82;;2;62;325
;;68;;2;33;378
;;162;;5;102;814
;;1704;;126;808;5753
;;177;;6;100;705
;;656;;50;399;2423
;;502;;32;500;1986
;;21;;0;3;64
;;218;;6;117;682
;;22;;1;7;117
;;6;;1;4;41
;;131;;5;118;885
;;36;;0;28;232
;;38;;3;51;215
;;39;;0;10;136
;;25;;1;13;118
;;257;;2;52;688
;;89;;5;53;284
;;177;;4;43;504
;;506;;52;615;2052
;;1050;;74;937;4027
;;963;;81;864;3354
;;1160;;42;871;3727
;;684;;21;494;2336
;;16;;0;12;74
;;14;;0;11;86
;;1;;3;37;101
;;1;;4;20;122
;;21;;12;44;273
153634;37405;18792;10350;1059;12479;70806
;;18772;;1030;12433;70796
;;16;;0;12;74
;;14;;0;11;86
;;1;;3;37;101
;;1;;4;20;122
;;21;;12;44;273
;;7225;;478;5488;25658
;;518;;32;564;1799
;;1022;;24;324;3597
;;422;;14;306;1517
;;1774;;108;1292;5888
;;3481;;128;1734;11309
;;450;;17;311;1846
;;255;;12;165;1183
;;403;;24;206;2032
;;502;;20;175;2756
;;1696;;83;924;7280
;;913;;65;795;5043
;;58;;6;25;232
;;98;;0;74;398
;;267;;13;144;951
;;39;;0;14;180
;;12;;0;13;118
;;18;;1;20;115
;;183;;4;97;663
;;107;;6;29;413
;;54;;2;29;187
;;2;;1;2;32
;;135;;2;34;600
;;58;;1;6;226
;;24;;0;7;137
;;533;;55;517;3033
;;83;;1;49;286
;;9;;1;13;44
;;12;;1;6;54
;;48;;1;23;129
;;76;;0;50;156
;;37;;0;0;159
;;247;;2;35;888
;;36;;2;32;190
;;12;;5;16;62
;;13;;0;11;85
;;148;;5;28;613
;;129;;1;42;484
;;79;;0;69;187
;;126;;11;141;454
;;43;;1;24;164
;;48;;4;21;126
;;10;;2;4;106
;;94;;5;57;309
;;71;;4;44;616
;;23;;1;5;84
;;148;;12;100;874
;;119;;3;26;676
;;86;;3;60;432
;;76;;3;88;105
;;80;;7;87;301
;;147;;6;70;638
;;60;;0;21;291
;;12;;2;7;70
;;63;;0;91;229
;;243;;14;156;894
;;17;;0;11;95
;;152;;5;101;600
;;98;;11;104;557
;;22;;0;5;69
;;9;;2;10;69
;;1;;0;0;24
;;135;;6;87;538
;;47;;4;46;128
;;258;;12;121;945
;;84;;1;39;226
;;44;;1;12;168
;;350;;9;129;1081
;;97;;3;35;445
;;90;;6;50;398
;;814;;39;389;2233
;;27;;1;12;86
;;596;;45;528;2012
;;394;;12;285;1014
;;37;;3;40;211
;;300;;32;220;1231
;;42;;5;18;174
;;27;;0;7;215
;;26;;2;10;149
;;34;;1;2;276
;;641;;32;440;2327
;;793;;24;461;2582
;;635;;43;362;2769
;;77;;0;35;271
;;197;;6;97;660
;;83;;2;59;327
;;69;;2;32;378
;;162;;5;102;814
;;1704;;128;810;5756
;;177;;6;99;706
;;658;;49;399;2423
;;502;;32;500;1986
;;21;;0;3;64
;;218;;6;117;682
;;22;;1;7;117
;;6;;1;4;41
;;131;;5;118;885
;;36;;0;28;232
;;38;;3;51;215
;;39;;0;10;136
;;25;;1;13;118
;;257;;2;53;688
;;89;;5;54;283
;;177;;4;42;505
;;506;;52;615;2052
;;1051;;73;936;4027
;;963;;80;865;3357
;;1162;;40;863;3732
;;684;;21;494;2336
;;16;;0;12;74
;;14;;0;10;87
;;1;;3;37;104
;;1;;4;20;122
;;21;;12;44;273
153977;37405;18805;10350;1053;12461;70842
;;18785;;1024;12415;70832
;;16;;0;12;74
;;14;;0;10;87
;;1;;3;37;104
;;1;;4;20;122
;;21;;12;44;273
;;7230;;475;5482;25669
;;519;;32;561;1802
;;1022;;23;324;3597
;;423;;14;303;1518
;;1775;;108;1294;5890
;;3483;;126;1730;11314
;;452;;17;310;1848
;;255;;12;166;1184
;;403;;24;206;2035
;;502;;20;175;2756
;;1697;;83;923;7281
;;913;;65;793;5046
;;58;;6;25;232
;;100;;0;73;399
;;270;;12;139;957
;;39;;1;17;181
;;12;;0;12;119
;;18;;1;20;115
;;183;;4;99;663
;;108;;5;27;415
;;54;;2;29;187
;;2;;1;2;32
;;135;;2;34;600
;;58;;1;6;226
;;24;;0;7;137
;;537;;55;509;3044
;;83;;1;49;286
;;9;;1;13;44
;;12;;1;6;54
;;48;;1;23;129
;;77;;0;48;157
;;37;;0;0;159
;;247;;1;34;891
;;36;;3;33;191
;;12;;5;14;64
;;13;;0;11;85
;;148;;4;28;614
;;129;;2;38;488
;;80;;0;68;188
;;127;;12;142;454
;;43;;1;21;167
;;48;;4;23;126
;;10;;2;3;107
;;94;;5;57;309
;;71;;4;44;616
;;23;;1;5;84
;;148;;10;92;885
;;119;;3;23;682
;;86;;3;59;433
;;76;;3;88;105
;;81;;5;82;303
;;149;;5;69;638
;;60;;0;20;292
;;12;;2;6;71
;;63;;0;92;229
;;243;;14;154;896
;;17;;0;12;95
;;153;;5;100;605
;;98;;11;105;557
;;22;;0;5;69
;;9;;1;9;70
;;1;;0;0;24
;;135;;7;90;537
;;47;;4;46;128
;;259;;10;110;957
;;84;;1;39;226
;;44;;1;12;168
;;352;;9;123;1089
;;98;;3;37;446
;;90;;6;50;398
;;817;;38;386;2234
;;27;;1;11;86
;;599;;43;525;2018
;;395;;11;287;1017
;;37;;3;39;212
;;301;;32;221;1231
;;42;;5;18;174
;;27;;0;7;215
;;26;;2;10;149
;;34;;1;2;276
;;644;;31;433;2332
;;795;;22;454;2594
;;637;;41;357;2776
;;77;;0;32;274
;;198;;7;99;662
;;83;;2;59;327
;;69;;2;28;384
;;162;;5;101;815
;;1704;;126;795;5775
;;178;;6;99;706
;;663;;48;385;2435
;;504;;31;501;1991
;;21;;0;4;64
;;218;;6;114;685
;;22;;1;7;117
;;6;;1;4;41
;;131;;5;115;888
;;36;;0;28;232
;;39;;3;50;215
;;39;;0;10;136
;;25;;1;13;118
;;257;;2;53;688
;;89;;5;55;283
;;177;;4;42;505
;;506;;49;612;2056
;;1054;;69;924;4040
;;964;;80;858;3359
;;1163;;39;858;3738
;;686;;19;490;2346
;;16;;0;12;74
;;14;;0;10;87
;;1;;3;40;105
;;1;;4;20;122
;;22;;12;44;279
154188;37405;18859;10350;1024;12315;71062
;;18839;;995;12269;71052
;;16;;0;12;74
;;14;;0;10;87
;;1;;3;40;105
;;1;;4;20;122
;;22;;12;44;279
;;7244;;461;5423;25740
;;522;;31;557;1805
;;1023;;22;321;3607
;;425;;14;301;1520
;;1783;;104;1286;5908
;;3495;;120;1698;11353
;;454;;18;311;1852
;;255;;13;163;1189
;;403;;21;195;2050
;;502;;20;172;2762
;;1704;;81;907;7305
;;917;;65;783;5061
;;58;;6;26;233
;;100;;0;71;401
;;270;;11;134;964
;;39;;1;14;183
;;12;;0;12;119
;;18;;1;21;115
;;183;;4;96;669
;;108;;5;24;418
;;54;;2;29;187
;;2;;1;2;32
;;135;;2;35;601
;;58;;1;5;226
;;24;;0;7;137
;;539;;52;507;3048
;;83;;1;49;286
;;9;;1;13;44
;;12;;1;6;54
;;48;;1;23;129
;;77;;0;48;157
;;37;;0;0;159
;;248;;1;29;905
;;36;;3;32;192
;;12;;5;13;65
;;13;;0;13;85
;;149;;4;27;614
;;129;;2;38;488
;;80;;0;62;194
;;127;;12;141;455
;;43;;1;21;167
;;48;;4;23;126
;;10;;2;3;107
;;94;;4;55;312
;;71;;4;44;617
;;23;;1;5;84
;;149;;10;92;887
;;119;;3;23;685
;;86;;3;59;433
;;77;;3;84;108
;;81;;5;81;304
;;149;;5;62;645
;;60;;0;20;292
;;13;;1;5;71
;;63;;0;92;229
;;243;;14;151;899
;;17;;0;12;95
;;153;;5;98;608
;;98;;9;97;562
;;22;;0;5;69
;;9;;0;6;73
;;1;;0;0;24
;;135;;5;82;547
;;47;;4;45;131
;;259;;10;112;958
;;84;;1;41;226
;;44;;1;12;168
;;356;;9;119;1093
;;98;;3;31;452
;;90;;4;48;400
;;818;;36;380;2240
;;27;;1;10;87
;;600;;44;518;2042
;;395;;11;272;1033
;;37;;3;40;213
;;302;;28;216;1237
;;42;;4;17;174
;;27;;0;7;216
;;26;;2;10;149
;;34;;1;2;276
;;644;;13;418;2349
;;795;;22;432;2620
;;640;;30;340;2788
;;77;;0;25;281
;;198;;7;94;671
;;83;;2;58;328
;;69;;0;25;385
;;162;;5;98;819
;;1710;;121;771;5793
;;178;;6;94;711
;;665;;47;383;2436
;;507;;30;484;2006
;;21;;0;4;64
;;218;;6;115;686
;;23;;1;6;117
;;6;;1;4;41
;;131;;5;112;891
;;36;;0;28;232
;;40;;1;45;222
;;39;;0;9;137
;;25;;1;11;120
;;257;;3;49;693
;;89;;5;53;285
;;179;;4;41;505
;;510;;46;585;2080
;;1056;;73;907;4080
;;966;;79;844;3376
;;1173;;30;829;3763
;;687;;18;485;2361
;;16;;0;12;74
;;14;;0;10;87
;;2;;5;33;124
;;1;;1;19;123
;;23;;12;41;282
154591;37599;18912;10384;955;11961;71506
;;18892;;926;11915;71496
;;16;;0;12;74
;;14;;0;10;87
;;2;;5;33;124
;;1;;1;19;123
;;23;;12;41;282
;;7274;;444;5288;25895
;;523;;29;543;1815
;;1027;;22;299;3640
;;425;;14;290;1535
;;1785;;100;1255;5962
;;3500;;101;1646;11419
;;455;;14;295;1873
;;255;;11;160;1192
;;405;;19;189;2060
;;503;;19;168;2769
;;1707;;67;865;7339
;;919;;62;776;5074
;;58;;6;26;233
;;100;;0;72;402
;;270;;11;130;970
;;39;;1;12;186
;;12;;0;12;119
;;18;;1;20;115
;;183;;3;92;673
;;108;;5;24;419
;;54;;2;26;190
;;2;;1;2;32
;;135;;2;30;605
;;58;;1;5;226
;;24;;0;7;137
;;540;;50;496;3063
;;83;;1;47;288
;;9;;1;7;50
;;12;;1;6;54
;;48;;1;23;129
;;77;;0;47;157
;;37;;0;0;159
;;248;;1;30;905
;;36;;3;33;192
;;12;;4;10;69
;;13;;0;13;85
;;149;;4;26;615
;;129;;2;39;488
;;80;;0;62;194
;;128;;12;128;467
;;43;;1;21;167
;;48;;4;22;127
;;10;;2;3;107
;;94;;4;53;314
;;71;;4;44;618
;;23;;1;3;86
;;149;;11;89;890
;;119;;3;16;692
;;86;;3;61;433
;;77;;3;84;108
;;81;;6;79;306
;;151;;6;59;649
;;60;;0;19;292
;;13;;1;5;71
;;63;;0;89;232
;;243;;14;147;902
;;17;;0;12;95
;;153;;5;96;611
;;98;;9;91;568
;;22;;0;1;69
;;10;;1;6;73
;;1;;0;0;24
;;136;;5;81;550
;;47;;4;44;132
;;258;;10;109;961
;;84;;1;40;227
;;44;;1;11;170
;;354;;9;118;1099
;;98;;3;28;457
;;90;;4;47;401
;;816;;36;357;2251
;;27;;1;10;87
;;601;;44;514;2052
;;395;;11;272;1034
;;37;;3;39;214
;;304;;27;215;1238
;;42;;4;18;174
;;27;;0;6;217
;;26;;2;10;149
;;34;;1;2;276
;;647;;10;402;2364
;;794;;17;408;2638
;;643;;27;322;2806
;;77;;0;19;288
;;199;;7;80;685
;;83;;2;57;330
;;69;;0;24;387
;;162;;4;98;820
;;1711;;117;775;5803
;;178;;6;93;712
;;669;;47;362;2458
;;507;;28;483;2008
;;21;;0;4;64
;;219;;6;103;697
;;23;;2;7;117
;;6;;1;4;41
;;131;;5;109;897
;;36;;0;29;232
;;40;;1;43;224
;;39;;0;10;137
;;25;;0;10;120
;;257;;2;48;693
;;90;;5;50;287
;;181;;4;37;506
;;510;;47;588;2081
;;1058;;70;892;4090
;;967;;79;838;3384
;;1174;;30;824;3770
;;687;;17;474;2373
;;16;;0;12;74
;;14;;0;10;87
;;2;;6;37;127
;;1;;1;19;123
;;23;;12;41;287
155136;37599;18935;10384;933;11678;71832
;;18915;;904;11632;71822
;;16;;0;12;74
;;14;;0;10;87
;;2;;6;37;127
;;1;;1;19;123
;;23;;12;41;287
;;7283;;435;5236;25967
;;524;;30;518;1838
;;1031;;22;271;3665
;;425;;14;285;1540
;;1789;;99;1234;5991
;;3497;;92;1566;11485
;;456;;14;288;1885
;;255;;11;162;1193
;;406;;19;182;2068
;;503;;20;154;2781
;;1712;;64;834;7378
;;920;;59;758;5099
;;58;;6;25;234
;;100;;0;67;407
;;270;;11;128;972
;;39;;0;12;189
;;12;;0;8;123
;;18;;1;16;119
;;183;;3;90;676
;;108;;4;22;422
;;54;;3;17;205
;;2;;1;1;33
;;135;;3;33;606
;;58;;1;6;226
;;24;;0;6;138
;;541;;50;490;3070
;;83;;1;47;288
;;9;;1;7;50
;;13;;1;4;55
;;48;;1;23;129
;;77;;0;46;158
;;37;;0;0;159
;;248;;2;31;905
;;36;;4;31;195
;;12;;3;9;70
;;13;;0;13;85
;;149;;4;25;616
;;129;;2;37;490
;;80;;0;62;194
;;128;;13;129;469
;;43;;1;20;168
;;48;;4;22;127
;;10;;2;3;107
;;94;;3;52;314
;;71;;5;44;619
;;23;;1;3;86
;;149;;11;87;894
;;120;;2;16;692
;;86;;3;58;438
;;77;;3;84;108
;;82;;5;75;309
;;151;;5;58;650
;;60;;1;20;292
;;13;;1;5;71
;;63;;0;89;232
;;244;;11;142;903
;;17;;0;13;95
;;156;;5;86;628
;;98;;9;91;568
;;22;;0;1;69
;;10;;1;6;73
;;1;;0;0;24
;;136;;5;85;552
;;47;;4;43;133
;;259;;10;110;961
;;84;;1;41;227
;;44;;1;9;172
;;354;;10;120;1104
;;98;;1;23;464
;;90;;3;46;402
;;817;;34;353;2253
;;27;;1;10;87
;;601;;40;502;2064
;;395;;8;269;1037
;;37;;3;38;215
;;305;;26;212;1240
;;42;;2;18;174
;;27;;0;5;218
;;26;;2;10;149
;;34;;1;1;277
;;646;;11;397;2371
;;794;;18;396;2652
;;646;;22;313;2821
;;77;;0;19;288
;;199;;5;75;690
;;83;;2;58;330
;;69;;0;24;387
;;162;;3;98;820
;;1715;;112;748;5833
;;178;;6;93;712
;;670;;49;359;2465
;;508;;27;477;2019
;;21;;0;4;64
;;219;;6;103;698
;;23;;2;7;117
;;6;;1;3;42
;;132;;5;106;900
;;36;;0;29;232
;;40;;1;41;227
;;39;;0;10;137
;;25;;0;10;120
;;258;;1;40;700
;;90;;5;51;287
;;181;;4;37;508
;;512;;48;584;2087
;;1060;;68;874;4109
;;968;;76;823;3404
;;1175;;32;816;3786
;;687;;16;469;2380
;;16;;0;12;74
;;14;;0;10;87
;;2;;7;42;133
;;1;;1;19;124
;;23;;13;43;290
155561;37599;18962;10384;903;11465;72149
;;18942;;875;11420;72139
;;16;;0;12;74
;;14;;0;10;87
;;2;;7;42;133
;;1;;1;19;124
;;23;;13;43;290
;;7295;;428;5150;26083
;;525;;30;514;1844
;;1031;;22;268;3673
;;425;;14;283;1542
;;1790;;91;1214;6011
;;3499;;92;1530;11543
;;459;;14;279;1909
;;255;;11;155;1203
;;407;;18;176;2075
;;504;;19;150;2786
;;1716;;50;811;7408
;;922;;59;739;5120
;;58;;6;25;234
;;101;;0;64;409
;;270;;10;125;979
;;39;;0;13;190
;;13;;0;4;126
;;18;;0;10;125
;;183;;3;90;676
;;108;;4;20;425
;;54;;3;18;204
;;2;;1;1;33
;;135;;3;33;606
;;58;;1;6;226
;;24;;0;6;138
;;541;;50;483;3079
;;83;;1;39;297
;;9;;1;8;50
;;13;;1;4;55
;;49;;1;22;129
;;77;;0;45;159
;;37;;0;0;159
;;248;;2;31;908
;;36;;4;31;195
;;12;;3;8;71
;;13;;0;12;86
;;149;;4;25;617
;;129;;2;36;491
;;80;;0;62;194
;;128;;13;129;469
;;43;;1;19;169
;;48;;2;20;129
;;11;;1;2;107
;;96;;3;41;324
;;71;;5;44;619
;;23;;1;3;86
;;149;;11;89;894
;;120;;2;16;693
;;86;;3;57;440
;;77;;3;84;108
;;82;;5;73;310
;;151;;4;59;649
;;60;;1;20;292
;;13;;1;5;71
;;63;;0;89;232
;;244;;10;118;926
;;17;;0;6;102
;;156;;5;78;637
;;100;;9;88;570
;;22;;0;1;69
;;10;;1;6;73
;;1;;0;0;24
;;137;;5;81;559
;;47;;4;43;133
;;259;;9;107;965
;;84;;1;36;232
;;44;;1;9;172
;;354;;10;120;1110
;;98;;1;18;471
;;91;;3;43;404
;;818;;29;326;2280
;;27;;1;10;87
;;602;;39;495;2074
;;396;;8;267;1039
;;37;;3;37;216
;;305;;25;208;1245
;;42;;2;18;174
;;27;;0;5;218
;;26;;2;9;150
;;34;;1;1;277
;;647;;11;377;2393
;;794;;13;381;2672
;;646;;19;301;2827
;;77;;0;19;288
;;199;;5;61;704
;;83;;1;58;330
;;69;;0;24;389
;;162;;3;99;818
;;1722;;112;734;5839
;;178;;5;93;712
;;672;;51;345;2484
;;508;;26;470;2026
;;21;;0;4;64
;;219;;8;101;701
;;23;;2;7;117
;;6;;1;3;42
;;132;;5;103;903
;;36;;0;30;232
;;40;;1;40;228
;;39;;0;10;137
;;25;;0;10;120
;;258;;1;40;701
;;89;;4;33;322
;;181;;4;35;510
;;514;;46;575;2096
;;1060;;69;870;4115
;;968;;77;797;3446
;;1175;;30;797;3804
;;691;;14;447;2398
;;16;;0;12;74
;;14;;0;10;87
;;2;;6;52;136
;;1;;2;21;125
;;23;;16;44;296
156287;37599;18990;10384;879;11124;72572
;;18970;;851;11079;72562
;;16;;0;12;74
;;14;;0;10;87
;;2;;6;52;136
;;1;;2;21;125
;;23;;16;44;296
;;7310;;425;5035;26208
;;527;;30;508;1848
;;1030;;21;234;3728
;;425;;13;274;1552
;;1792;;90;1196;6038
;;3501;;81;1456;11634
;;460;;13;266;1926
;;256;;11;150;1208
;;408;;18;175;2077
;;506;;19;138;2798
;;1717;;45;766;7450
;;923;;58;720;5141
;;59;;3;22;236
;;101;;0;64;409
;;270;;10;124;980
;;39;;0;13;190
;;13;;0;4;126
;;18;;0;9;126
;;183;;3;89;677
;;108;;4;20;425
;;54;;3;17;205
;;2;;1;1;33
;;135;;3;30;609
;;58;;1;6;226
;;24;;0;6;138
;;541;;50;487;3083
;;83;;1;40;297
;;9;;1;9;50
;;13;;1;4;55
;;49;;1;22;129
;;77;;0;45;159
;;37;;0;0;159
;;248;;2;28;911
;;36;;4;30;196
;;12;;3;8;71
;;13;;0;12;86
;;149;;4;24;618
;;129;;2;36;491
;;80;;0;59;197
;;128;;13;128;470
;;43;;2;19;169
;;48;;2;16;133
;;11;;1;2;107
;;96;;3;41;324
;;71;;4;44;621
;;23;;1;3;86
;;149;;11;87;895
;;120;;2;17;692
;;86;;3;55;442
;;78;;3;82;110
;;82;;5;74;309
;;151;;4;58;650
;;60;;1;19;293
;;13;;1;5;71
;;63;;0;89;232
;;244;;8;115;929
;;17;;0;4;104
;;156;;5;78;639
;;100;;9;89;570
;;22;;0;1;69
;;10;;1;6;73
;;1;;0;0;24
;;137;;6;83;559
;;47;;4;43;133
;;260;;9;105;966
;;85;;1;29;238
;;44;;1;9;173
;;354;;10;120;1110
;;99;;1;15;474
;;91;;2;36;412
;;818;;32;326;2286
;;27;;1;10;87
;;603;;39;493;2077
;;396;;7;268;1040
;;37;;3;36;217
;;305;;24;202;1251
;;42;;2;18;174
;;27;;0;4;219
;;26;;2;9;150
;;34;;1;1;277
;;647;;13;372;2399
;;794;;13;378;2677
;;647;;17;298;2833
;;77;;0;19;288
;;199;;5;59;705
;;83;;1;58;330
;;69;;0;23;390
;;162;;3;99;818
;;1729;;110;708;5850
;;178;;5;93;712
;;672;;50;340;2488
;;509;;26;470;2028
;;21;;0;3;65
;;219;;8;94;708
;;23;;2;7;117
;;6;;1;3;42
;;132;;5;104;903
;;36;;0;30;232
;;40;;1;39;229
;;39;;0;8;139
;;25;;0;10;120
;;258;;1;40;701
;;89;;4;34;322
;;183;;3;33;510
;;516;;46;506;2157
;;1061;;68;867;4118
;;969;;77;785;3458
;;1178;;30;777;3821
;;691;;11;438;2407
;;16;;0;12;74
;;14;;0;8;89
;;2;;7;55;146
;;1;;2;22;125
;;24;;16;46;296
156813;37599;19014;10384;871;10909;72808
;;18994;;843;10864;72798
;;16;;0;12;74
;;14;;0;8;89
;;2;;7;55;146
;;1;;2;22;125
;;24;;16;46;296
;;7325;;418;4891;26327
;;528;;30;507;1850
;;1032;;20;226;3734
;;425;;13;271;1556
;;1793;;88;1181;6056
;;3504;;86;1432;11665
;;460;;14;267;1930
;;256;;11;140;1219
;;408;;18;169;2082
;;506;;18;139;2799
;;1718;;41;757;7463
;;923;;58;723;5147
;;59;;3;18;240
;;101;;0;64;409
;;270;;10;124;980
;;39;;0;13;190
;;13;;0;4;126
;;18;;0;9;126
;;183;;3;89;677
;;108;;4;20;425
;;54;;3;16;206
;;2;;1;1;33
;;136;;3;29;609
;;58;;1;6;226
;;24;;0;6;138
;;541;;50;486;3085
;;83;;1;39;298
;;9;;1;9;50
;;13;;1;4;55
;;49;;1;22;129
;;77;;0;44;160
;;37;;0;0;159
;;248;;2;28;911
;;37;;4;28;197
;;12;;3;8;71
;;13;;0;12;86
;;149;;4;24;618
;;129;;2;36;491
;;80;;0;59;197
;;128;;13;128;470
;;43;;2;19;169
;;48;;2;16;133
;;11;;1;2;107
;;96;;3;41;324
;;71;;4;45;622
;;23;;1;3;86
;;149;;11;84;898
;;120;;2;15;694
;;86;;3;55;442
;;78;;3;82;110
;;82;;5;74;309
;;151;;4;58;650
;;60;;1;19;293
;;13;;1;5;71
;;63;;0;89;232
;;244;;8;115;929
;;17;;0;4;104
;;156;;5;78;639
;;100;;9;89;570
;;22;;0;1;69
;;10;;1;6;74
;;1;;0;0;24
;;138;;6;83;559
;;47;;4;43;133
;;260;;9;105;966
;;85;;1;29;238
;;44;;1;9;173
;;354;;11;120;1111
;;99;;1;15;474
;;91;;2;36;412
;;818;;34;329;2286
;;27;;1;10;87
;;603;;39;494;2077
;;397;;7;266;1042
;;37;;3;36;217
;;305;;24;202;1251
;;42;;2;18;174
;;27;;0;4;219
;;26;;2;9;150
;;34;;1;1;277
;;648;;13;371;2399
;;794;;13;378;2677
;;647;;17;298;2833
;;77;;0;19;288
;;199;;5;59;705
;;83;;1;59;330
;;69;;0;23;390
;;162;;3;97;820
;;1729;;110;709;5850
;;178;;5;93;712
;;672;;50;337;2491
;;509;;26;470;2028
;;21;;0;3;65
;;219;;8;94;708
;;23;;2;7;117
;;6;;1;3;42
;;132;;5;104;903
;;36;;0;30;232
;;40;;1;38;230
;;39;;0;8;139
;;25;;0;10;120
;;258;;1;40;701
;;89;;4;29;327
;;183;;3;33;510
;;517;;44;501;2162
;;1062;;68;862;4121
;;970;;78;784;3460
;;1178;;30;777;3821
;;691;;9;436;2410
;;16;;0;12;74
;;14;;0;8;89
;;3;;8;60;155
;;1;;2;22;125
;;24;;13;45;298
157220;37599;19023;10384;869;10881;72859
;;19003;;841;10836;72849
;;16;;0;12;74
;;14;;0;8;89
;;3;;8;60;155
;;1;;2;22;125
;;24;;13;45;298
;;7328;;415;4876;26343
;;528;;30;506;1851
;;1032;;20;221;3739
;;425;;13;270;1557
;;1794;;88;1180;6058
;;3506;;89;1432;11667
;;461;;14;267;1931
;;257;;11;138;1220
;;408;;18;166;2086
;;506;;18;138;2802
;;1718;;41;755;7465
;;923;;58;722;5149
;;59;;3;18;240
;;101;;0;64;410
;;270;;10;121;984
;;39;;0;13;190
;;13;;0;4;126
;;18;;0;9;126
;;183;;3;87;679
;;108;;4;18;427
;;56;;3;16;204
;;2;;1;1;33
;;136;;3;29;609
;;58;;1;6;227
;;24;;0;1;143
;;542;;48;489;3085
;;83;;1;38;299
;;9;;1;9;50
;;13;;1;4;55
;;49;;1;21;130
;;77;;0;44;160
;;37;;0;0;159
;;248;;2;28;913
;;37;;3;26;198
;;13;;3;7;71
;;13;;0;12;86
;;149;;4;24;618
;;129;;2;35;492
;;80;;0;59;197
;;128;;13;129;471
;;43;;2;19;169
;;48;;2;15;134
;;11;;1;1;108
;;96;;3;41;324
;;71;;4;46;622
;;23;;1;3;86
;;150;;11;83;900
;;121;;2;13;695
;;86;;3;58;442
;;78;;3;82;110
;;82;;5;75;309
;;151;;4;59;651
;;60;;0;19;293
;;13;;1;5;71
;;63;;0;89;232
;;245;;7;113;929
;;17;;0;4;104
